Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,35,1,1315,0,22,3,4,1,277,2,0,71,4,3,3,2,0,11996,19100,7,1,0,18,3,2,80,1,10,6,2,7,7,6,2
0,38,1,322,2,7,2,3,1,278,1,0,44,4,2,2,1,0,5605,19191,1,1,1,24,4,3,80,1,8,3,3,8,0,7,7
0,50,1,797,0,4,1,4,1,280,1,1,96,3,5,8,2,0,19144,15815,3,1,0,14,3,1,80,2,28,4,2,10,4,1,6
0,53,1,1070,0,3,4,3,1,281,3,1,45,3,4,8,3,2,17584,21016,3,1,1,16,3,4,80,3,21,5,2,5,3,1,3
0,55,1,147,0,20,2,0,1,284,2,1,37,3,2,6,4,2,5415,15972,3,1,1,19,3,4,80,1,12,4,3,10,7,0,8
0,26,2,496,0,11,2,3,1,285,1,1,60,3,2,4,1,2,4741,22722,1,1,1,13,3,3,80,1,5,3,3,5,3,3,3
0,37,1,1372,0,1,3,4,1,286,4,0,42,3,1,7,4,1,2115,15881,1,1,0,12,3,2,80,0,17,3,3,17,12,5,7
1,44,2,920,0,24,3,4,1,287,4,1,43,3,1,6,3,0,3161,19920,3,1,1,22,4,4,80,1,19,0,1,1,0,0,0
1,26,1,1449,0,16,4,3,1,289,1,1,45,3,1,6,2,0,2373,14180,2,1,1,13,3,4,80,1,5,2,3,3,2,0,2
0,28,1,1117,0,8,2,4,1,290,4,0,66,3,1,7,4,1,3310,4488,1,1,0,21,4,4,80,0,5,3,3,5,3,0,2
0,49,2,636,0,10,4,4,1,291,3,0,35,3,5,8,1,1,18665,25594,9,1,1,11,3,4,80,0,22,4,3,3,2,1,2
0,36,1,506,0,3,3,0,1,292,3,1,30,3,2,7,2,1,4485,26285,4,1,0,12,3,4,80,0,10,2,3,8,0,7,7
0,31,2,444,2,5,3,2,1,293,4,0,84,3,1,1,2,0,2789,3909,1,1,0,11,3,3,80,1,2,5,2,2,2,2,2
0,37,2,889,0,9,3,3,1,295,2,1,53,3,1,7,4,2,2326,11411,1,1,1,12,3,3,80,3,4,3,2,4,2,1,2
0,35,1,1232,2,16,3,2,1,298,3,1,96,3,3,2,2,2,8020,5100,0,1,0,15,3,3,80,2,12,3,2,11,9,6,9
0,51,1,1302,0,2,3,3,1,300,4,1,84,1,2,5,2,0,5482,16321,5,1,0,18,3,4,80,1,13,3,3,4,1,1,2
0,28,1,1476,0,16,2,3,1,303,2,1,68,4,2,4,1,1,5661,4824,0,1,0,19,3,3,80,0,9,2,3,8,3,0,7
0,31,1,218,2,7,3,0,1,304,2,1,100,4,2,2,4,2,6929,12241,4,1,0,11,3,2,80,1,10,3,2,8,7,7,7
0,39,1,1132,0,1,3,3,1,305,3,1,48,4,3,4,4,0,9613,10942,0,1,0,17,3,1,80,3,19,5,2,18,10,3,7
0,36,0,1105,0,24,4,4,1,306,2,0,47,3,2,6,2,2,5674,6927,7,1,0,15,3,3,80,1,11,3,3,9,8,0,8
0,32,1,906,2,7,3,4,1,307,4,1,91,2,2,2,3,2,5484,16985,1,1,0,14,3,3,80,1,13,3,2,13,8,4,8
0,38,1,849,0,25,2,4,1,308,1,0,81,2,3,8,2,2,12061,26707,3,1,0,17,3,3,80,1,19,2,3,10,8,0,1
0,58,0,390,0,1,4,4,1,309,4,1,32,1,2,4,3,0,5660,17056,2,1,1,13,3,4,80,1,12,2,3,5,3,1,2
0,31,1,691,0,5,4,0,1,310,3,1,86,3,1,7,4,2,4821,10077,0,1,1,12,3,3,80,1,6,4,3,5,2,0,3
0,31,1,106,1,2,3,1,1,311,1,1,62,2,2,0,1,2,6410,17822,3,1,0,12,3,4,80,0,9,1,3,2,2,1,0
0,39,1,117,0,10,1,3,1,315,3,1,99,3,4,3,1,2,17068,5355,1,1,1,14,3,4,80,0,21,3,3,21,9,11,10
1,52,1,723,0,8,4,3,1,318,3,1,85,2,2,7,2,2,4941,17747,2,1,0,15,3,1,80,0,11,3,2,8,2,7,7
0,27,1,1220,0,5,3,4,1,319,3,0,85,3,1,7,2,1,2478,20938,1,1,1,12,3,2,80,0,4,2,2,4,3,1,2
0,27,1,1377,2,2,3,4,1,321,4,1,74,3,2,2,3,1,4478,5242,1,1,1,11,3,1,80,0,5,3,3,5,4,0,4
0,32,1,1018,0,2,4,3,1,323,1,0,74,4,2,7,4,1,5055,10557,7,1,0,16,3,3,80,0,10,0,2,7,7,0,7
1,28,1,1157,0,2,4,3,1,324,1,1,84,1,1,7,4,2,3464,24737,5,1,1,13,3,4,80,0,5,4,2,3,2,2,2
0,30,1,1275,0,28,2,3,1,325,4,0,64,3,2,7,4,2,5775,11934,1,1,0,13,3,4,80,2,11,2,3,10,8,1,9
0,31,2,798,0,7,2,4,1,326,3,0,48,2,3,5,3,2,8943,14034,1,1,0,24,4,1,80,1,10,2,3,10,9,8,9
0,39,2,672,0,7,2,3,1,327,3,1,54,2,5,3,4,2,19272,21141,1,1,0,15,3,1,80,1,21,2,3,21,9,13,3
1,39,1,1162,2,3,2,3,1,328,4,0,41,3,2,2,3,2,5238,17778,4,1,1,18,3,1,80,0,12,3,2,1,0,0,0
0,33,2,508,2,10,3,2,1,329,2,1,46,2,2,2,4,1,4682,4317,3,1,0,14,3,3,80,0,9,6,2,7,7,0,1
0,47,1,1482,0,5,5,4,1,330,4,1,42,3,5,8,3,2,18300,16375,4,1,0,11,3,2,80,1,21,2,3,3,2,1,1
0,43,2,559,0,10,4,4,1,331,3,0,82,2,2,6,3,0,5257,6227,1,1,0,11,3,2,80,1,9,3,4,9,7,0,0
0,27,0,210,2,1,1,2,1,332,3,1,73,3,2,2,2,2,6349,22107,0,1,1,13,3,4,80,1,6,0,3,5,4,1,4
0,54,2,928,0,20,4,4,1,333,4,0,31,3,2,7,3,1,4869,16885,3,1,0,12,3,4,80,0,20,4,2,4,3,0,3
0,43,1,1001,0,7,3,4,1,334,3,0,43,3,3,4,1,2,9985,9262,8,1,0,16,3,1,80,1,10,1,2,1,0,0,0
0,45,1,549,0,8,4,5,1,335,4,1,75,3,2,7,4,2,3697,9278,9,1,0,14,3,1,80,2,12,3,3,10,9,9,8
0,40,1,1124,2,1,2,3,1,336,2,1,57,1,2,2,4,2,7457,13273,2,1,1,22,4,3,80,3,6,2,2,4,3,0,2
1,29,1,318,0,8,4,5,1,337,2,1,77,1,1,6,1,2,2119,4759,1,1,1,11,3,4,80,0,7,4,2,7,7,0,7
0,30,1,570,2,5,3,2,1,339,4,0,30,2,2,2,3,0,6118,5431,1,1,0,13,3,3,80,3,10,2,3,10,9,1,2
0,37,1,1192,0,5,2,3,1,341,4,1,61,3,2,5,4,0,6347,23177,7,1,0,16,3,3,80,2,8,2,2,6,2,0,4
0,38,1,343,0,15,2,4,1,342,3,1,92,2,3,8,4,0,11510,15682,0,1,1,14,3,2,80,1,12,3,3,11,10,2,9
0,31,1,1232,0,7,4,3,1,343,3,0,39,3,3,5,4,1,7143,25713,1,1,1,14,3,3,80,0,11,2,2,11,9,4,10
0,29,1,144,2,10,1,2,1,344,4,0,39,2,2,2,2,0,8268,11866,1,1,1,14,3,1,80,2,7,2,3,7,7,1,7
0,35,1,1296,0,5,4,0,1,345,3,1,62,3,3,5,2,1,8095,18264,0,1,0,13,3,4,80,0,17,5,3,16,6,0,13
0,23,1,1309,0,26,1,4,1,346,3,1,83,3,1,7,4,0,2904,16092,1,1,0,12,3,3,80,2,4,2,2,4,2,0,2
0,41,1,483,0,6,3,3,1,347,4,1,95,2,2,5,2,1,6032,10110,6,1,1,15,3,4,80,0,8,3,3,5,4,1,2
0,47,2,1309,2,4,1,3,1,348,2,1,99,3,2,1,3,1,2976,25751,3,1,0,19,3,1,80,0,5,3,3,0,0,0,0
0,29,0,746,2,2,3,4,1,350,4,1,61,3,2,2,3,2,4649,16928,1,1,0,14,3,1,80,1,4,3,2,4,3,0,2
0,42,1,544,1,2,1,0,1,351,3,1,52,3,1,0,3,0,2696,24017,0,1,1,11,3,3,80,1,4,5,3,3,2,1,0
0,48,1,530,2,29,1,3,1,353,1,0,91,3,3,3,3,2,12504,23978,3,1,0,21,4,2,80,1,15,3,1,0,0,0,0
0,26,1,933,2,1,3,4,1,356,3,1,57,3,2,2,3,2,5296,20156,1,1,0,17,3,2,80,1,8,3,3,8,7,7,7
0,42,1,1332,0,2,4,5,1,357,1,1,98,2,2,4,4,1,6781,17078,3,1,0,23,4,2,80,0,14,6,3,1,0,0,0
1,21,2,756,2,1,1,0,1,358,1,0,99,2,1,1,2,1,2174,9150,1,1,1,11,3,3,80,0,3,3,3,3,2,1,2
0,36,0,845,2,1,5,3,1,359,4,0,45,3,2,2,4,1,6653,15276,4,1,0,15,3,2,80,0,7,6,3,1,0,0,0
0,36,2,541,2,3,4,3,1,360,1,1,48,2,3,2,4,2,9699,7246,4,1,0,11,3,1,80,1,16,2,3,13,9,1,12
0,57,1,593,0,1,4,3,1,361,4,1,88,3,2,4,3,2,6755,2967,2,1,0,11,3,3,80,0,15,2,3,3,2,1,2
0,21,0,895,2,9,2,3,1,363,1,1,39,3,1,1,4,1,2610,2851,1,1,0,24,4,3,80,0,3,3,2,3,2,2,2
1,33,1,350,2,5,3,2,1,364,4,0,34,3,1,1,3,1,2851,9150,1,1,1,13,3,2,80,0,1,2,3,1,0,0,0
0,46,0,1144,0,7,4,3,1,366,3,0,30,3,2,5,3,2,5258,16044,2,1,0,14,3,3,80,0,7,2,4,1,0,0,0
1,41,2,143,2,4,3,2,1,367,1,1,56,3,2,2,2,1,9355,9558,1,1,0,18,3,3,80,0,8,5,3,8,7,7,7
0,50,1,1046,0,10,3,0,1,368,4,1,100,2,3,4,4,1,10496,2755,6,1,0,15,3,4,80,0,20,2,3,4,3,1,3
1,40,1,575,2,22,2,2,1,369,3,1,68,2,2,2,3,2,6380,6110,2,1,1,12,3,1,80,2,8,6,3,6,4,1,0
0,31,1,408,0,9,4,4,1,370,3,1,42,2,1,7,2,1,2657,7551,0,1,1,16,3,4,80,0,3,5,3,2,2,2,2
1,21,1,156,2,12,3,4,1,371,3,0,90,4,1,1,2,1,2716,25422,1,1,0,15,3,4,80,0,1,0,3,1,0,0,0
0,29,1,1283,0,23,3,4,1,372,4,1,54,3,1,7,4,1,2201,18168,9,1,0,16,3,4,80,0,6,4,3,3,2,1,2
0,28,1,304,2,9,4,4,1,375,2,1,92,3,2,2,4,1,5253,20750,1,1,0,16,3,4,80,0,7,1,3,7,5,0,7
0,49,1,1261,0,7,3,5,1,376,2,1,31,2,3,4,3,1,10965,12066,8,1,0,24,4,3,80,0,26,2,3,5,2,0,0
0,51,1,1178,2,14,2,4,1,377,3,0,87,3,2,2,4,2,4936,14862,4,1,0,11,3,3,80,1,18,2,2,7,7,0,7
0,36,1,329,0,2,3,4,1,378,4,0,96,3,1,7,3,2,2543,11868,4,1,0,13,3,2,80,1,6,3,3,2,2,2,2
1,34,0,1362,2,19,3,2,1,379,1,1,67,4,2,2,4,1,5304,4652,8,1,1,13,3,2,80,0,9,3,2,5,2,0,4
0,55,1,1311,0,2,3,4,1,380,3,0,97,3,4,3,4,1,16659,23258,2,1,1,13,3,3,80,0,30,2,3,5,4,1,2
0,24,1,1371,2,10,4,2,1,381,4,0,77,3,2,2,3,0,4260,5915,1,1,1,12,3,4,80,1,5,2,4,5,2,0,3
0,30,1,202,2,2,1,0,1,382,3,1,72,3,1,1,2,2,2476,17434,1,1,0,18,3,1,80,1,1,3,3,1,0,0,0
1,26,2,575,0,3,1,0,1,383,3,1,73,3,1,7,1,1,3102,6582,0,1,0,22,4,3,80,0,7,2,3,6,4,0,4
0,22,1,253,0,11,3,3,1,384,1,0,43,3,1,7,2,2,2244,24440,1,1,0,13,3,4,80,1,2,1,3,2,1,1,2
1,30,2,464,0,4,3,0,1,386,3,1,40,3,1,7,4,1,2285,3427,9,1,1,23,4,3,80,0,3,4,3,1,0,0,0
0,37,1,1107,0,14,3,4,1,387,4,0,95,3,1,6,1,0,3034,26914,1,1,0,12,3,3,80,1,18,2,2,18,7,12,17
0,40,1,759,2,2,2,2,1,388,4,0,46,3,2,2,2,0,5715,22553,7,1,0,12,3,3,80,2,8,5,3,5,4,1,3
0,42,1,201,0,1,4,4,1,389,2,0,95,3,1,6,1,0,2576,20490,3,1,0,16,3,2,80,1,8,5,3,5,2,1,2
0,37,1,1305,0,10,4,4,1,390,3,1,49,3,2,5,2,1,4197,21123,2,1,1,12,3,4,80,0,18,2,2,1,0,0,1
0,40,1,555,0,2,3,3,1,392,2,0,78,2,2,6,3,2,3448,13436,6,1,0,22,4,2,80,1,20,3,3,1,0,0,0
0,54,1,821,0,5,2,3,1,393,1,1,86,3,5,8,1,2,19406,8509,4,1,0,11,3,3,80,1,24,4,2,4,2,1,2
0,31,1,480,0,7,2,3,1,395,2,0,31,3,2,5,1,2,4306,4156,1,1,0,12,3,2,80,1,13,5,1,13,10,3,12
0,25,1,891,2,4,2,4,1,398,2,0,99,2,2,2,4,1,4487,12090,1,1,1,11,3,2,80,0,5,3,3,5,4,1,3
0,37,0,1063,0,25,5,3,1,399,2,0,72,3,2,7,3,2,4449,23866,3,1,1,15,3,1,80,2,15,2,3,13,11,10,7
0,39,2,1218,0,1,1,4,1,401,2,1,52,3,5,3,3,0,19197,8213,1,1,1,14,3,3,80,1,21,3,3,21,8,1,6
0,56,2,906,2,6,3,4,1,402,3,0,86,4,4,2,1,2,13212,18256,9,1,0,11,3,4,80,3,36,0,2,7,7,7,7
0,41,1,645,2,1,3,2,1,404,2,1,49,4,3,2,1,2,8392,19566,1,1,0,16,3,3,80,1,10,2,3,10,7,0,7
1,25,1,688,0,3,3,3,1,406,1,1,91,3,1,6,1,2,4031,9396,5,1,0,13,3,3,80,1,6,5,3,2,2,0,2
0,52,1,319,0,3,3,3,1,407,4,1,39,2,3,5,3,2,7969,19609,2,1,1,14,3,3,80,0,28,4,3,5,4,0,4
0,52,1,1490,0,4,2,4,1,409,4,0,30,3,4,3,4,2,16555,10310,2,1,0,13,3,4,80,0,31,2,1,5,2,1,4
0,42,2,532,0,29,2,4,1,410,1,0,92,3,2,7,3,0,4556,12932,2,1,0,11,3,2,80,1,19,3,3,5,4,0,2
0,42,2,1368,0,28,4,0,1,414,4,0,88,2,2,4,4,2,4523,4386,0,1,0,11,3,4,80,3,7,4,4,6,5,0,4
1,24,1,1448,2,1,1,0,1,415,1,0,62,3,1,1,2,1,3202,21972,1,1,1,16,3,2,80,0,6,4,3,5,3,1,4
0,38,2,1490,0,2,2,4,1,417,4,1,42,3,1,6,4,2,1702,12106,1,1,1,23,4,3,80,1,1,3,3,1,0,0,0
0,40,1,1398,2,2,4,4,1,418,3,0,79,3,5,3,3,2,18041,13022,0,1,0,14,3,4,80,0,21,2,3,20,15,1,12
0,30,0,1400,0,3,3,4,1,420,3,1,53,3,1,6,4,2,2097,16734,4,1,0,15,3,3,80,1,9,3,1,5,3,1,4
0,29,1,986,0,3,4,3,1,421,2,1,93,2,3,8,3,2,11935,21526,1,1,0,18,3,3,80,0,10,2,3,10,2,0,7
1,29,1,408,0,25,5,0,1,422,3,0,71,2,1,7,2,2,2546,18300,5,1,0,16,3,2,80,0,6,2,4,2,2,1,1
1,19,1,489,1,2,2,0,1,423,1,1,52,2,1,0,4,1,2564,18437,1,1,0,12,3,3,80,0,1,3,4,1,0,0,0
0,30,0,1398,2,22,4,5,1,424,3,0,69,3,3,2,1,2,8412,2890,0,1,0,11,3,3,80,0,10,3,3,9,8,7,8
0,50,1,1099,0,29,4,4,1,426,2,1,88,2,4,3,3,2,17046,9314,0,1,0,15,3,2,80,1,28,2,3,27,10,15,7
0,30,0,1116,0,2,3,3,1,427,3,0,49,3,1,6,4,1,2564,7181,0,1,0,14,3,3,80,0,12,2,2,11,7,6,7
0,60,2,1499,2,28,3,2,1,428,3,0,80,2,3,2,1,2,10266,2845,4,1,0,19,3,4,80,0,22,5,4,18,13,13,11
0,47,1,983,0,2,2,3,1,429,1,0,65,3,2,5,4,0,5070,7389,5,1,0,13,3,3,80,3,20,2,3,5,0,0,4
0,46,1,1009,0,2,3,4,1,430,1,1,51,3,4,8,3,2,17861,2288,6,1,0,13,3,3,80,0,26,2,1,3,2,0,1
0,35,1,144,0,22,3,4,1,431,4,1,46,1,1,6,3,1,4230,19225,0,1,0,15,3,3,80,0,6,2,3,5,4,4,3
0,54,1,548,0,8,4,4,1,432,3,0,42,3,2,6,3,1,3780,23428,7,1,0,11,3,3,80,0,19,3,3,1,0,0,0
0,34,1,1303,0,2,4,4,1,433,4,1,62,2,1,7,3,0,2768,8416,3,1,0,12,3,3,80,1,14,3,3,7,3,5,7
0,31,1,1274,0,9,1,4,1,435,3,1,33,3,3,5,2,0,10648,14394,1,1,0,25,4,4,80,1,13,6,4,13,8,0,8
1,33,1,1277,0,15,1,3,1,436,2,1,56,3,3,3,3,2,13610,24619,7,1,1,12,3,4,80,0,15,2,4,7,6,7,7
1,33,1,587,0,10,1,3,1,437,1,1,38,1,1,6,4,0,3408,6705,7,1,0,13,3,1,80,3,8,2,3,4,3,1,3
0,30,1,413,2,7,1,2,1,438,4,1,57,3,1,1,2,1,2983,18398,0,1,0,14,3,1,80,0,4,3,3,3,2,1,2
1,31,2,534,0,20,3,4,1,440,1,1,66,3,3,4,3,2,9824,22908,3,1,0,12,3,1,80,0,12,2,3,1,0,0,0
1,34,2,988,1,23,3,1,1,441,2,0,43,3,3,0,1,0,9950,11533,9,1,1,15,3,3,80,3,11,2,3,3,2,0,2
0,36,0,635,2,10,4,3,1,443,2,1,32,3,3,2,4,1,9980,15318,1,1,0,14,3,4,80,0,10,3,2,10,3,9,7
1,22,2,1368,0,4,1,0,1,444,3,1,99,2,1,6,3,1,3894,9129,5,1,0,16,3,3,80,0,4,3,3,2,2,1,2
0,48,1,163,2,2,5,2,1,445,2,0,37,3,2,2,4,2,4051,19658,2,1,0,14,3,1,80,1,14,2,3,9,7,6,7
0,55,1,1117,2,18,5,4,1,446,1,0,83,3,4,3,2,1,16835,9873,3,1,0,23,4,4,80,0,37,2,3,10,9,7,7
0,35,1,619,2,1,3,2,1,448,2,1,85,3,2,2,3,2,4717,18659,9,1,0,11,3,3,80,0,15,2,3,11,9,6,9
0,40,1,302,0,6,3,4,1,449,2,0,75,3,4,5,3,1,13237,20364,7,1,0,15,3,3,80,0,22,3,3,20,6,5,13
0,39,2,443,0,8,1,4,1,450,3,0,48,3,1,6,3,2,3755,17872,1,1,0,11,3,1,80,1,8,3,3,8,3,0,7
0,31,1,828,2,2,1,4,1,451,2,1,77,3,2,2,4,1,6582,8346,4,1,1,13,3,3,80,0,10,2,4,6,5,0,5
1,26,2,426,1,17,4,4,1,454,2,0,58,3,1,0,3,0,2741,22808,0,1,1,11,3,2,80,1,8,2,2,7,7,1,0
0,29,1,232,0,19,3,0,1,455,4,1,34,3,2,5,4,0,4262,22645,4,1,0,12,3,2,80,2,8,2,4,3,2,1,2
0,33,1,922,0,1,5,3,1,456,1,0,95,4,4,8,3,0,16184,22578,4,1,0,19,3,3,80,1,10,2,3,6,1,0,5
0,31,1,688,2,7,3,4,1,457,3,1,44,2,3,3,4,0,11557,25291,9,1,0,21,4,3,80,1,10,3,2,5,4,0,1
1,18,2,1306,2,5,3,2,1,458,2,1,69,3,1,1,2,1,1878,8059,1,1,1,14,3,4,80,0,0,3,3,0,0,0,0
0,41,0,509,0,2,4,5,1,460,1,0,62,2,2,4,3,1,6811,2112,2,1,1,17,3,1,80,0,10,3,3,8,7,0,7
0,26,1,775,2,29,2,3,1,461,1,1,45,3,2,2,3,0,4306,4267,5,1,0,12,3,1,80,2,8,5,3,0,0,0,0
1,26,1,471,0,24,3,0,1,464,3,1,66,1,1,6,4,1,2340,23213,1,1,1,18,3,2,80,0,1,3,1,1,0,0,0
0,37,1,799,0,1,3,0,1,465,2,0,59,3,3,5,4,1,7491,23848,4,1,0,17,3,4,80,0,12,3,4,6,5,1,2
0,46,2,1034,0,18,1,3,1,466,1,0,86,3,3,4,3,2,10527,8984,5,1,0,11,3,4,80,0,28,3,2,2,2,1,2
0,37,0,142,2,9,4,3,1,468,1,1,69,3,3,2,2,0,8834,24666,1,1,0,13,3,4,80,1,9,6,3,9,5,7,7
0,52,1,956,0,6,2,0,1,469,4,1,78,3,2,7,1,0,5577,22087,3,1,1,12,3,2,80,2,18,3,3,10,9,6,9
0,37,1,446,0,1,4,4,1,473,2,0,65,3,2,5,2,2,6447,15701,6,1,0,12,3,2,80,1,8,2,2,6,5,4,3
0,49,1,1245,0,18,4,4,1,474,4,1,58,2,5,8,3,0,19502,2125,1,1,1,17,3,3,80,1,31,5,3,31,9,0,9
0,50,2,1246,1,3,3,3,1,478,1,1,99,3,5,3,2,2,18200,7999,1,1,0,11,3,3,80,1,32,2,3,32,5,10,7
0,25,1,622,2,13,1,3,1,479,2,1,40,3,1,1,3,2,2096,26376,1,1,0,11,3,3,80,0,7,1,3,7,4,0,6
1,24,2,1287,0,7,3,4,1,480,1,0,55,3,1,6,3,2,2886,14168,1,1,1,16,3,4,80,1,6,4,3,6,3,1,2
1,30,2,448,2,12,4,4,1,481,2,1,74,2,1,1,1,2,2033,14470,1,1,0,18,3,3,80,1,1,2,4,1,0,0,0
0,35,1,538,0,25,2,5,1,484,1,1,54,2,2,6,4,1,3681,14004,4,1,0,14,3,4,80,0,9,3,3,3,2,0,2
0,27,1,798,0,6,4,3,1,486,1,0,66,2,1,7,3,0,2187,5013,0,1,0,12,3,3,80,2,6,5,2,5,3,0,3
0,37,1,558,2,2,3,2,1,487,4,1,75,3,2,2,3,2,9602,3010,4,1,1,11,3,3,80,1,17,3,2,3,0,1,0
0,42,1,622,0,2,4,4,1,489,3,0,81,3,2,4,4,2,4089,5718,1,1,0,13,3,2,80,2,10,4,3,10,2,2,2
0,43,1,782,0,6,4,5,1,490,2,1,50,2,4,8,4,0,16627,2671,4,1,1,14,3,3,80,1,21,3,2,1,0,0,0
0,21,1,1343,2,22,1,0,1,497,3,1,49,3,1,1,3,1,3447,24444,1,1,0,11,3,3,80,0,3,2,3,3,2,1,2
0,44,1,1315,0,3,4,5,1,498,4,1,35,3,5,3,4,2,19513,9358,4,1,1,12,3,1,80,1,26,2,4,2,2,0,1
0,22,1,604,0,6,1,3,1,499,1,1,69,3,1,7,3,2,2773,12145,0,1,0,20,4,4,80,0,3,3,3,2,2,2,2
0,33,1,1216,2,8,4,2,1,500,3,1,39,3,2,2,3,0,7104,20431,0,1,0,12,3,4,80,0,6,3,3,5,0,1,2
0,32,1,646,0,9,4,4,1,501,1,0,92,3,2,7,4,2,6322,18089,1,1,1,12,3,4,80,1,6,2,2,6,4,0,5
0,30,2,160,0,3,3,3,1,502,3,0,71,3,1,7,3,0,2083,22653,1,1,0,20,4,3,80,1,1,2,3,1,0,0,0
0,53,1,238,2,1,1,3,1,503,4,0,34,3,2,2,1,1,8381,7507,7,1,0,20,4,4,80,0,18,2,4,14,7,8,10
0,34,1,1397,0,1,5,4,1,504,2,1,42,3,1,7,4,2,2691,7660,1,1,0,12,3,4,80,1,10,4,2,10,9,8,8
0,26,1,991,0,6,3,4,1,506,3,0,71,3,1,6,4,2,2659,17759,1,1,1,13,3,3,80,1,3,2,3,3,2,0,2
0,37,1,482,0,3,3,5,1,507,3,1,36,3,3,5,3,2,9434,9606,1,1,0,15,3,3,80,1,10,2,3,10,7,7,8
0,29,1,1176,2,3,2,3,1,508,2,0,62,3,2,2,3,2,5561,3487,1,1,0,14,3,1,80,1,6,5,2,6,0,1,2
0,35,1,1017,0,6,4,4,1,509,2,1,82,1,2,7,4,1,6646,19368,1,1,0,13,3,2,80,0,17,3,3,17,11,11,8
0,36,1,913,0,9,2,3,1,512,2,1,48,2,2,5,2,0,8847,13934,2,1,1,11,3,3,80,1,13,2,3,3,2,0,2
0,27,1,1115,0,3,4,3,1,513,1,1,54,2,1,7,4,1,2045,15174,0,1,0,13,3,4,80,0,5,0,3,4,2,1,1
1,20,1,1362,0,10,1,3,1,514,4,1,32,3,1,7,3,1,1009,26999,1,1,1,11,3,4,80,0,1,5,3,1,0,1,1
1,33,2,1076,0,3,3,4,1,515,1,1,70,3,1,7,1,1,3348,3164,1,1,1,11,3,1,80,0,10,3,3,10,8,9,7
0,35,0,727,0,3,3,4,1,516,3,1,41,2,1,6,3,2,1281,16900,1,1,0,18,3,3,80,2,1,3,3,1,0,0,0
0,23,1,885,0,4,3,3,1,517,1,1,58,4,1,7,1,2,2819,8544,2,1,0,16,3,1,80,1,5,3,4,3,2,0,2
0,25,1,810,2,8,3,4,1,518,4,1,57,4,2,2,2,2,4851,15678,0,1,0,22,4,3,80,1,4,4,3,3,2,1,2
0,38,1,243,2,7,4,2,1,519,4,0,46,2,2,2,4,1,4028,7791,0,1,0,20,4,1,80,0,8,2,3,7,7,0,5
0,29,2,806,0,1,4,4,1,520,2,1,76,1,1,7,4,0,2720,18959,1,1,0,18,3,4,80,1,10,5,3,10,7,2,8
0,48,1,817,2,2,1,2,1,521,2,1,56,4,2,2,2,2,8120,18597,3,1,0,12,3,4,80,0,12,3,3,2,2,2,2
0,37,1,1225,0,10,2,4,1,523,4,1,80,4,1,7,4,1,4680,15232,3,1,0,17,3,1,80,0,4,2,3,1,0,0,0
0,50,1,1207,0,28,1,3,1,524,4,1,74,4,1,6,3,2,3221,3297,1,1,1,11,3,3,80,3,20,3,3,20,8,3,8
0,34,1,1442,0,9,3,3,1,525,4,0,46,2,3,4,2,1,8621,17654,1,1,0,14,3,2,80,0,9,3,4,8,7,7,7
1,24,1,693,2,3,2,4,1,526,1,0,65,3,2,2,3,1,4577,24785,9,1,0,14,3,1,80,0,4,3,3,2,2,2,0
0,39,1,408,0,2,4,0,1,527,4,0,80,2,2,4,3,1,4553,20978,1,1,0,11,3,1,80,0,20,4,3,20,7,11,10
0,32,1,929,2,10,3,2,1,528,4,1,55,3,2,2,4,1,5396,21703,1,1,0,12,3,4,80,0,10,2,2,10,7,0,8
0,27,1,608,0,1,2,4,1,531,3,0,68,3,3,5,1,2,7412,6009,1,1,0,11,3,4,80,0,9,3,3,9,7,0,7
0,32,1,1018,0,3,2,4,1,532,3,0,39,3,3,8,4,1,11159,19373,3,1,0,15,3,4,80,0,10,6,3,7,7,7,7
0,40,2,580,2,5,4,4,1,534,4,1,48,2,3,2,1,2,10475,23772,5,1,1,21,4,3,80,1,20,2,3,18,13,1,12
0,53,1,970,0,7,3,4,1,535,3,1,59,4,4,8,3,2,14814,13514,3,1,0,19,3,3,80,0,32,3,3,5,1,1,3
0,41,1,427,1,10,4,1,1,536,2,1,73,2,5,3,4,0,19141,8861,3,1,0,15,3,2,80,3,23,2,2,21,6,12,6
0,27,2,294,0,10,2,4,1,538,4,1,32,3,3,5,1,0,8793,4809,1,1,0,21,4,3,80,2,9,4,2,9,7,1,7
0,50,1,316,2,8,4,2,1,540,4,1,54,3,1,1,2,2,3875,9983,7,1,0,15,3,4,80,1,4,2,3,2,2,2,2
0,38,1,168,0,1,3,4,1,543,3,0,81,3,3,5,3,1,7861,15397,4,1,1,14,3,4,80,0,10,4,4,1,0,0,0
0,44,0,381,0,24,3,3,1,544,1,1,49,1,1,6,3,1,3708,2104,2,1,0,14,3,3,80,0,9,5,3,5,2,1,4
